Date,Ticker,Daily_Return_Percentage,Z_Score
2020-03-10,V,-5.284758091554882,-3.394089469592954
2020-06-10,V,-5.786100088706613,-3.7110483840672424
2020-03-17,V,-5.9598505746736485,-3.82089708163172
2010-05-17,V,-6.183906271556839,-3.9625497875078306
2021-03-18,V,-6.235855024040739,-3.995392877233281
2021-10-26,V,-6.919173136652761,-4.427400904577092
2020-03-08,V,-7.176177425929392,-4.5898844008873025
2020-03-11,V,-7.44145329996288,-4.757597366383041
2013-07-30,V,-7.537608692856883,-4.818388820371899
2020-03-22,V,-7.552971391575094,-4.828101440373382
2010-05-13,V,-9.879824774668371,-6.299186900271252
2010-12-15,V,-12.67220633685595,-8.064589028513714
2020-03-15,V,-13.547173493418219,-8.617761596780916
